;Código da Escola;Nome da Escola;Dependência Administrativa;Aprovação;Reprovação;Abandono;NO_REGIAO;SG_UF;TP_LOCALIZACAO;IN_INTERNET_ALUNOS;IN_INTERNET_APRENDIZAGEM;IN_LABORATORIO_INFORMATICA;IN_BIBLIOTECA;IN_BANHEIRO;IN_AGUA_POTAVEL;Energia;Esgoto;IN_BANHEIRO_PNE;IN_ACESSIBILIDADE_CORRIMAO;IN_ACESSIBILIDADE_ELEVADOR;IN_ACESSIBILIDADE_VAO_LIVRE;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_SINAL_SONORO;IN_ACESSIBILIDADE_SINAL_TATIL;IN_ACESSIBILIDADE_SINAL_VISUAL
157;12001015;ESC MARIA DE NAZARE SANTIAGO;Estadual;91.8;3.1;5.1;Norte;AC;Rural;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0
158;12001104;ESC NORBERTO ASSUNCAO CAVALCANTE;Estadual;90.1;7.7;2.2;Norte;AC;Rural;1;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0
159;12001554;ESC SANTA LUZIA;Estadual;88.1;7.9;4;Norte;AC;Rural;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0
160;12001686;ESC INSTITUTO SANTA TERESINHA;Privada;97.2;2.1;0.7;Norte;AC;Urbana;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0
161;12020249;ESC DOM HENRIQUE RUTH;Estadual;87.5;11.8;0.7;Norte;AC;Urbana;0;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
162;12030937;IFAC - CAMPUS CRUZEIRO DO SUL;Federal;95.5;2.6;1.9;Norte;AC;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
163;12031798;ESC ANTONIO RODRIGUES DA SILVA;Estadual;100;0;0;Norte;AC;Rural;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
164;12031801;ESC JOSE BERNARDO PINHEIRO;Estadual;94.4;0;5.6;Norte;AC;Rural;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
165;12031828;ESC JOSE DA CONCEICAO;Estadual;86.7;0;13.3;Norte;AC;Rural;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
166;12033537;COLEGIO MILITAR ESTADUAL DOM PEDRO II - CZS;Estadual;100;0;0;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0
167;12097225;ESC INDIGENA TAMAKAYA;Estadual;67.4;32.6;0;Norte;AC;Rural;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0
168;12017060;ESC LUIZ GONZAGA DA ROCHA;Estadual;94.2;1.4;4.4;Norte;AC;Rural;0;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
169;12017108;ESC CIVICO-MILITAR JOANA RIBEIRO AMED;Estadual;--;--;--;Norte;AC;Urbana;0;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
170;12031674;ESC BELO PORVIR;Estadual;95.3;1.6;3.1;Norte;AC;Urbana;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0
171;12004170;ESC RAIMUNDO AUGUSTO DE ARAUJO;Estadual;--;--;--;Norte;AC;Urbana;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;0
172;12004197;ESC JOSE GURGEL RABELLO;Estadual;95.1;4.9;0;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0
173;12004413;ESC FRANCISCO WULISSES DE MEDEIROS;Estadual;90.2;0;9.8;Norte;AC;Rural;1;1;0;0;1;1;1;1;0;1;0;0;1;1;0;0
174;12005037;ESC VICENTE CELSO BRANDAO;Estadual;--;--;--;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;1;1;0;0
175;12022438;ESC ARGENTINA SANTOS DA SILVA;Estadual;86.5;3.2;10.3;Norte;AC;Rural;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
176;12023191;ESC PAULINO FEIJO DE MELO;Estadual;89.2;0;10.8;Norte;AC;Rural;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177;12023710;ESC CARLOS VENIZIO NUNES DAMASCENO;Estadual;76.6;0;23.4;Norte;AC;Rural;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0
178;12005240;ESC MANOEL RODRIGUES DE FARIAS;Estadual;--;--;--;Norte;AC;Urbana;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0
179;12030155;ESC JAIRO DE FIGUEIREDO MELO;Estadual;90.6;2.6;6.8;Norte;AC;Urbana;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
180;12001805;ESC 1¿ DE MAIO;Estadual;85.6;11.5;2.9;Norte;AC;Rural;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
181;12001945;ESC ANTONIO OLIVEIRA DANTAS;Estadual;86.4;6.8;6.8;Norte;AC;Urbana;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
182;12033421;ESC MARIA FIRMINO CHAVES;Estadual;84.4;0;15.6;Norte;AC;Rural;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0
183;12006920;ESC NAZIRA ANUTE DE LIMA;Estadual;90.2;1;8.8;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
184;12026328;ESC ELVIRA FERREIRA GOMES;Estadual;78.9;12;9.1;Norte;AC;Urbana;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;1
185;12033162;ESC ASAS DE AGUIA;Estadual;85.3;0.4;14.3;Norte;AC;Rural;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0
186;12033189;ESC GERALDO PINTO CORREIA FILHO;Estadual;82.6;0.6;16.8;Norte;AC;Rural;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
187;12010189;ESC FRANKLIN ROOSEVELT;Estadual;--;--;--;Norte;AC;Urbana;0;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
188;12023779;ESC JOAO RICARDO DE FREITAS;Estadual;93.6;4.4;2;Norte;AC;Urbana;0;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
189;12031453;ESC CENTRO DE EDUCACAO PROFISSIONAL E TECNOLOGICO JOAO DE DEUS;Estadual;95.5;3;1.5;Norte;AC;Rural;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
190;12003050;ESC BORGES DE AQUINO;Estadual;76.8;17.1;6.1;Norte;AC;Urbana;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0
191;12010928;COLEGIO ADVENTISTA DE RIO BRANCO;Privada;98.9;0.6;0.5;Norte;AC;Urbana;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0
192;12011142;ESC ANTONIA FERNANDES DE FREITAS;Estadual;--;--;--;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0
193;12011410;ESC COLEGIO DE APLICACAO UFAC;Federal;93.9;6.1;0;Norte;AC;Urbana;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0
194;12011428;ESC COLEGIO ACREANO;Estadual;94.6;5.1;0.3;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0
195;12011444;ESC COLEGIO ESTADUAL BARAO DO RIO BRANCO;Estadual;76.5;22.6;0.9;Norte;AC;Urbana;0;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
196;12011517;ESC DR JOAO BATISTA AGUIAR;Estadual;77.6;22.4;0;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0
197;12011584;ESC ALCIMAR NUNES LEITAO;Estadual;89.1;7.4;3.5;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0
198;12012017;ESC HUMBERTO SOARES DA COSTA;Estadual;97.2;1.3;1.5;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;1
199;12012106;ESC SENADOR ADALBERTO SENA;Estadual;87.2;11.7;1.1;Norte;AC;Urbana;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0
200;12012130;ESC ZULEIDE PEREIRA DE SOUZA;Estadual;--;--;--;Norte;AC;Urbana;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0
201;12012181;ESC PROF JOSE RODRIGUES LEITE;Estadual;79.2;20.1;0.7;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0
202;12012556;ESC PROF HELOISA MOURAO MARQUES;Estadual;63.8;27.4;8.8;Norte;AC;Urbana;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0
203;12012564;ESC HENRIQUE LIMA;Estadual;86.8;11.8;1.4;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0
204;12012580;ESC INSTITUTO DE EDUCACAO LOURENCO FILHO;Estadual;93.7;5.8;0.5;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0
205;12012750;ESC LEONCIO DE CARVALHO;Estadual;82;12.6;5.4;Norte;AC;Urbana;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
206;12013242;ESC PADRE CARLOS CASAVECCHIA;Estadual;86.9;9.1;4;Norte;AC;Urbana;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
207;12013340;ESC PRESBITERIANA JOAO CALVINO;Estadual;97.1;2.6;0.3;Norte;AC;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
208;12013374;ESC PROF BERTA VIEIRA DE ANDRADE;Estadual;--;--;--;Norte;AC;Urbana;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;1
209;12013404;ESC ELOZIRA DOS SANTOS THOME;Estadual;--;--;--;Norte;AC;Urbana;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0
210;12013471;ESC RAIMUNDO GOMES DE OLIVEIRA;Estadual;--;--;--;Norte;AC;Urbana;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
211;12013510;ESC PROF DALVA DE SOUZA DAS NEVES;Estadual;90;5;5;Norte;AC;Rural;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0
212;12013595;ESC SAO PEDRO I;Estadual;92.5;4.7;2.8;Norte;AC;Rural;0;0;1;0;1;1;1;1;1;0;0;1;1;0;0;1
213;12013633;ESC SANTA MARIA II;Estadual;--;--;--;Norte;AC;Urbana;0;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0
214;12013889;ESC SERAFIM DA SILVA SALGADO;Estadual;--;--;--;Norte;AC;Urbana;1;1;1;0;1;1;1;1;0;1;0;1;1;1;0;0
215;12014001;ESC SANTO ANTONIO II;Estadual;96.2;0;3.8;Norte;AC;Rural;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;0
216;12014052;ESC TANCREDO DE ALMEIDA NEVES;Estadual;70.7;18.8;10.5;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
217;12014060;ESC THEODOLINA FALCAO MACEDO;Estadual;--;--;--;Norte;AC;Urbana;0;0;0;0;1;1;1;1;1;0;0;1;1;0;0;0
218;12015172;ESC TUFI ASMAR;Estadual;94;4;2;Norte;AC;Rural;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
219;12018678;ESC BOM JESUS;Estadual;100;0;0;Norte;AC;Rural;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
220;12021601;ESC AYRTON SENNA DA SILVA;Estadual;--;--;--;Norte;AC;Urbana;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
221;12021717;ESC DJALMA TELES GALDINO;Estadual;--;--;--;Norte;AC;Urbana;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
222;12022969;ESC ASSOCIACAO MODELAR DE ENSINO A M E;Privada;96;4;0;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
223;12027340;ESC LOURIVAL PINHO;Estadual;83.5;5.8;10.7;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0
224;12027359;ESC PAULO FREIRE;Estadual;95.7;4.3;0;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
225;12027758;ESC GLORIA PEREZ;Estadual;96.7;2.1;1.2;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0
226;12028037;ESC JORNALISTA ARMANDO NOGUEIRA;Estadual;95.9;4.1;0;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;1;0;1;0
227;12028100;ESC SENAI CEL AUTON FURTADO- SENAI;Privada;100;0;0;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
228;12030058;ESC DE ENSINO MEDIO E TECNICO PLACIDO DE CASTRO;Privada;96.6;3.4;0;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
229;12030562;ESC DARQUINHO;Estadual;100;0;0;Norte;AC;Urbana;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0
230;12030961;IFAC - CAMPUS RIO BRANCO;Federal;94.2;3.7;2.1;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;0
231;12032093;IFAC - CAMPUS AVANCADO RIO BRANCO BAIXADA DO SOL;Federal;100;0;0;Norte;AC;Urbana;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0
232;12032115;ESC PROF MARINA VICENTE GOMES;Estadual;--;--;--;Norte;AC;Urbana;0;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0
233;12032166;ESC PROF RAIMUNDA SILVA PARA;Estadual;73.1;21.4;5.5;Norte;AC;Urbana;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0
234;12032271;INSTITUTO SENAI DE TECNOLOGIA MADEIRA E MOVEIS;Privada;92.2;0;7.8;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
235;12032468;ESC FREI HEITOR MARIA TURRINI;Estadual;--;--;--;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
236;12033359;ESC COLEGIO MILITAR TIRADENTES;Estadual;99.8;0.2;0;Norte;AC;Urbana;0;0;1;0;1;1;1;1;1;1;0;0;1;0;1;0
237;12033367;ESC COLEGIO MILITAR DOM PEDRO II;Estadual;99.2;0.8;0;Norte;AC;Urbana;1;0;1;0;1;1;1;1;1;1;0;1;0;0;0;1
238;12033545;ESC INSTITUTO AGUIAS DO SABER;Privada;98.4;1.6;0;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
239;12033898;ESC INTEGRAL ESTER MAIA DE OLIVEIRA;Estadual;96.3;3.7;0;Norte;AC;Urbana;1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0
240;12044636;ESC PROF PEDRO MARTINELLO;Estadual;86.9;13.1;0;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
241;12044822;ESC SEBASTIAO PEDROSA;Estadual;94.9;5.1;0;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
242;12052221;ESC PROF CLICIA GADELHA;Estadual;82;11.5;6.5;Norte;AC;Urbana;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;0
243;12091260;ESC BOA UNIAO ENSINO JOVEM;Estadual;92.3;7.7;0;Norte;AC;Urbana;1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0
244;12003590;ESC CUNHA VASCONCELOS;Estadual;--;--;--;Norte;AC;Urbana;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0
245;12003638;ESC FELICISSIMO NEGREIROS;Estadual;95.8;0;4.2;Norte;AC;Rural;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
246;12003760;ESC JOSE DE SOUZA MARTINS;Estadual;94.4;1.9;3.7;Norte;AC;Rural;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0
247;12003867;ESC NUNES CORREIA;Estadual;100;0;0;Norte;AC;Rural;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
248;12022004;ESC FRANCISCO BRAGA DE SOUZA;Estadual;79.4;8.5;12.1;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
249;12027650;ESC PAULO FREIRE I;Estadual;80.4;0;19.6;Norte;AC;Rural;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0
250;12027669;ESC MARIA LIZETE DE OLIVEIRA MOURA;Estadual;54.8;23.8;21.4;Norte;AC;Rural;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0
251;12028479;ESC MANOEL CARNEIRO DE MESSIAS;Estadual;91.1;7.1;1.8;Norte;AC;Rural;1;0;1;0;1;1;1;1;1;0;0;1;1;0;0;0
252;12032247;ESC OSCAR PONCIANO;Estadual;80;5;15;Norte;AC;Rural;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
253;12032298;ESC JOSE MORORO DE OLIVEIRA;Estadual;95.3;0;4.7;Norte;AC;Rural;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0
254;12028851;ESC PADRE PAOLINO MARIA BALDASSARI;Estadual;76.8;16.6;6.6;Norte;AC;Urbana;0;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0
255;12013811;ESC SAO JOSE IV;Estadual;75;0;25;Norte;AC;Rural;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0
256;12014605;ESC SANTO IZIDORO;Estadual;--;--;--;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1
257;12014915;ESC PROF MARIA AUXILIADORA CUNHA QUEIROZ;Estadual;87.5;3.1;9.4;Norte;AC;Rural;0;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0
258;12015210;ESCOLA VEIGA CABRAL;Estadual;--;--;--;Norte;AC;Urbana;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;0
259;12033790;ESC CIVICO MILITAR PROFESSOR ALDACI SIMOES DA COSTA;Estadual;88;7.9;4.1;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
260;12007412;ESC ASSIS VASCONCELOS;Estadual;85.8;3.2;11;Norte;AC;Urbana;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0
261;12007617;ESC DOM JULIO MATTIOLI;Estadual;81.2;18;0.8;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
262;12007757;ESC FONTENELE DE CASTRO;Estadual;100;0;0;Norte;AC;Urbana;0;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
263;12008389;ESC RAIMUNDO MAGALHAES;Estadual;--;--;--;Norte;AC;Urbana;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;0
264;12030945;IFAC - CAMPUS SENA MADUREIRA;Federal;99.7;0.3;0;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1
265;12005398;ESC 15 DE JUNHO;Estadual;92;4;4;Norte;AC;Rural;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0
266;12005541;ESC BOM JESUS;Estadual;89.2;0;10.8;Norte;AC;Rural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
267;12005550;ESC INDIGENA IVA STTIHO;Estadual;100;0;0;Norte;AC;Rural;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
268;12005711;ESC DR DJALMA DA CUNHA BATISTA;Estadual;93.1;3.7;3.2;Norte;AC;Urbana;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
269;12005827;ESC INDIGENA ESTIRAO DO CAUCHO I;Estadual;77.3;0;22.7;Norte;AC;Rural;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
270;12005894;ESC JOAO RIBEIRO;Estadual;95.5;4.1;0.4;Norte;AC;Urbana;0;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0
271;12006076;ESC MARIA DE LOURDES ALBUQUERQUE DOS SANTOS;Estadual;90.9;0;9.1;Norte;AC;Rural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
272;12006084;ESC MARIA DE LOURDES SANTOS CATAO;Estadual;92.3;0;7.7;Norte;AC;Rural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
273;12006300;ESC ROSAURA MOURAO DA ROCHA;Estadual;--;--;--;Norte;AC;Urbana;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
274;12027774;ESC MARECHAL COSTA E SILVA SEDE;Estadual;88.9;0;11.1;Norte;AC;Rural;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;12027782;ESC JOAO PAULO III;Estadual;77.6;22.4;0;Norte;AC;Rural;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
276;12029718;ESC MAGIA DO SABER;Estadual;92.6;0;7.4;Norte;AC;Rural;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
277;12031755;ESC FRANCISCO NAPOLEAO DE ARAUJO;Estadual;88.5;11.5;0;Norte;AC;Rural;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0
278;12032441;IFAC - CAMPUS TARAUACA;Federal;98.5;1.5;0;Norte;AC;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
279;12033570;ESC CRUZEIRO DO SUL;Estadual;98.1;0;1.9;Norte;AC;Rural;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
280;12017620;ESC ESPERANCA DO POVO;Estadual;97.6;0;2.4;Norte;AC;Rural;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0
281;12018163;ESC SAO MIGUEL;Estadual;71.9;15.6;12.5;Norte;AC;Rural;0;1;0;0;1;0;1;1;1;0;0;1;1;1;0;0
282;12030953;IFAC - CAMPUS XAPURI;Federal;89.3;6.2;4.5;Norte;AC;Urbana;1;0;1;1;1;1;1;1;1;0;0;0;1;0;1;0
283;12014125;ESC UNIAO E PROGRESSO;Estadual;93.7;4.2;2.1;Norte;AC;Rural;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
284;12015326;ESC CEL JOSE PLACIDO DE CASTRO;Estadual;80.4;16.5;3.1;Norte;AC;Urbana;0;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0
285;12015334;ESC EDMUNDO PINTO DE ALMEIDA NETO;Estadual;88.5;11.5;0;Norte;AC;Rural;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
286;12015342;ESC JADER SARAIVA MACHADO;Estadual;80.7;5;14.3;Norte;AC;Rural;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
287;13014803;ESCOLA ESTADUAL TANCREDO NEVES;Estadual;93.1;0;6.9;Norte;AM;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
288;13103130;CENTRO DE EDUCACAO INDIGENA ANAMA;Estadual;96.9;0;3.1;Norte;AM;Rural;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
289;13220209;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE ANAMA;Estadual;100;0;0;Norte;AM;Rural;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
290;13014846;ESCOLA ESTADUAL PRESIDENTE COSTA E SILVA;Estadual;95.6;0.3;4.1;Norte;AM;Urbana;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
291;13220250;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE ANORI;Estadual;92.2;0;7.8;Norte;AM;Rural;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
292;13106384;ESCOLA ESTADUAL NOVO CEU;Estadual;86.8;0.5;12.7;Norte;AM;Rural;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
293;13000411;ESCOLA ESTADUAL SAO FRANCISCO DE SALES;Estadual;99.5;0.5;0;Norte;AM;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
294;13038010;ESCOLA ESTADUAL PROF¿ MARIA BELEM;Estadual;85.1;12.3;2.6;Norte;AM;Urbana;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0
295;13038699;ESCOLA ESTADUAL PADRE SEIXAS;Estadual;87.5;8.1;4.4;Norte;AM;Urbana;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0
296;13038923;ESCOLA ESTADUAL JACY DUTRA;Estadual;84.1;3.4;12.5;Norte;AM;Rural;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0
297;13241230;CENTRO DE EDUCACAO INDIGENA - BARREIRINHA;Estadual;87.8;1.7;10.5;Norte;AM;Rural;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
298;13090259;ESCOLA ESTADUAL PROF¿ GERCILIA BARBOSA SAMPAIO;Estadual;91.5;4.8;3.7;Norte;AM;Urbana;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0
299;13108921;CETI ELIAS MENDES DA SILVA;Estadual;98.2;1.6;0.2;Norte;AM;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1
300;13304275;EE PROFESSOR ANTONIO JOSE BERNARDO VASCONCELOS;Estadual;99.7;0;0.3;Norte;AM;Urbana;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1
301;13048856;ESCOLA ESTADUAL LOTHAR SUSSMAN;Estadual;95.8;1.1;3.1;Norte;AM;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
302;13049747;ESCOLA ESTADUAL NOSSA SENHORA DO ROSARIO;Estadual;88;0;12;Norte;AM;Rural;1;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0
303;13016318;ESCOLA ESTADUAL CARMINA DE CASTRO;Estadual;93.6;0.9;5.5;Norte;AM;Urbana;1;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0
304;13084461;ESCOLA ESTADUAL CARAUARI;Estadual;96.3;3.7;0;Norte;AM;Urbana;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
305;13105442;CENTRO DE EDUCACAO INDIGENA - CARAUARI;Estadual;100;0;0;Norte;AM;Rural;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
306;13224220;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE CARAUAR;Estadual;87.5;12.5;0;Norte;AM;Rural;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
307;13020269;ESCOLA ESTADUAL THOME FERREIRA SANTIAGO;Estadual;87.2;8;4.8;Norte;AM;Urbana;0;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
308;13107119;CETI PROFESSORA MARIA ADELAIDE MARINHO HORTENCIA;Estadual;90.9;6.7;2.4;Norte;AM;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
309;13021010;ESCOLA ESTADUAL ANTONIO FERREIRA GUEDES;Estadual;78.9;1.8;19.3;Norte;AM;Rural;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0
310;13021028;ESCOLA ESTADUAL CEL FIUZA;Estadual;95.9;4.1;0;Norte;AM;Urbana;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0
311;13220225;CENTRO RURAL DE ENSINO COM MEDIACAO TECNOLOGICA DE CAREIRO;Estadual;93.9;6.1;0;Norte;AM;Rural;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0
312;13016792;ESCOLA ESTADUAL N S PERPETUO SOCORRO;Estadual;91.7;8.3;0;Norte;AM;Urbana;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0
313;13076906;CENTRO EDUCACIONAL PARAISO;Privada;100;0;0;Norte;AM;Urbana;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0
