;Código da Escola;Nome da Escola;Dependência Administrativa;Aprovação;Reprovação;Abandono;NO_REGIAO;SG_UF;TP_LOCALIZACAO;IN_INTERNET_ALUNOS;IN_INTERNET_APRENDIZAGEM;IN_LABORATORIO_INFORMATICA;IN_BIBLIOTECA;IN_BANHEIRO;IN_AGUA_POTAVEL;Energia;Esgoto;IN_BANHEIRO_PNE;IN_ACESSIBILIDADE_CORRIMAO;IN_ACESSIBILIDADE_ELEVADOR;IN_ACESSIBILIDADE_VAO_LIVRE;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_SINAL_SONORO;IN_ACESSIBILIDADE_SINAL_TATIL;IN_ACESSIBILIDADE_SINAL_VISUAL
3952;27011178;ESCOLA ESTADUAL PADRE ANTONIO DUARTE;Estadual;82.4;11.4;6.2;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
3953;27003892;ESCOLA ESTADUAL JOAO FRANCISCO SOARES;Estadual;94.2;5.8;0;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
3954;27021467;ESCOLA ESTADUAL ANALIA TENORIO;Estadual;93.9;4.2;1.9;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
3955;27011577;ESCOLA ESTADUAL DESEMBARGADOR AUGUSTO COSTA;Estadual;84.6;0.3;15.1;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
3956;27005496;ESCOLA MUNICIPAL DE EDUCACAO BASICA RUI PALMEIRA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
3957;27005577;ESCOLA ESTADUAL PROFESSORA JOANITA DE MELO;Estadual;90.4;7.8;1.8;Nordeste;AL;Urbana;0;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
3958;27005640;ESCOLA MUNICIPAL DE EDUCACAO BASICA AUGUSTO ALVES DA GRACA;Municipal;--;--;--;Nordeste;AL;Urbana;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
3959;27005658;ESCOLA MUNICIPAL DE EDUCACAO BASICA CORONEL LUCENA;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
3960;27005682;ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA IVO DE CARVALHO;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
3961;27005690;ESCOLA MUNICIPAL DE EDUCACAO BASICA PADRE CICERO;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
3962;27005712;ESCOLA MUNICIPAL DE EDUCACAO BASICA RUI BARBOSA;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
3963;27005720;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROF VALDOMIRA MARTINS DE SOUZA;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
3964;27005755;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE DE MELO GAMA;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
3965;27218708;ESCOLA MUNICIPAL DE EDUCACAO BASICA PEDRO RODRIGUES CARVALHO;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
3966;27005852;ESCOLA ESTADUAL MANOEL PEREIRA FILHO;Estadual;92.6;3.5;3.9;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
3967;27013928;ESCOLA ESTADUAL HUMBERTO MENDES;Estadual;99;0;1;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
3968;27013944;ESCOLA ESTADUAL INDIGENA MATA DA CAFURNA;Estadual;83.3;11.1;5.6;Nordeste;AL;Rural;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
3969;27013979;ESCOLA ESTADUAL JOSE VICTORINO DA ROCHA;Estadual;95.5;4.5;0;Nordeste;AL;Rural;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
3970;27013995;ESCOLA ESTADUAL ANTONIA MACEDO;Estadual;100;0;0;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
3971;27014002;ESCOLA ESTADUAL DJANIRA SANTOS SILVA;Estadual;97.8;0.7;1.5;Nordeste;AL;Rural;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0
3972;27014010;ESCOLA ESTADUAL EGIDIO BARBOSA DA SILVA;Estadual;96.1;1.6;2.3;Nordeste;AL;Rural;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
3973;27014029;ESCOLA ESTADUAL GRACILIANO RAMOS;Estadual;100;0;0;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
3974;27014037;ESCOLA ESTADUAL MANOEL PASSOS LIMA;Estadual;93.2;3;3.8;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
3975;27014088;ESCOLA ESTADUAL ESTADO DE NOVA JERSEY;Estadual;100;0;0;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
3976;27014606;ESCOLA ESTADUAL INDIGENA PAJE MIGUEL SELESTINO DA SILVA;Estadual;88.5;7.7;3.8;Nordeste;AL;Rural;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
3977;27014932;ESCOLA ESTADUAL MONSENHOR RIBEIRO VIEIRA;Estadual;100;0;0;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
3978;27014940;COLEGIO DIOCESANO SAGRADA FAMILIA;Privada;97.3;1.8;0.9;Nordeste;AL;Urbana;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;1
3979;27014959;ESCOLA ESTADUAL ALMEIDA CAVALCANTI;Estadual;93;0;7;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1
3980;27015068;ESCOLA ESTADUAL MONSENHOR MACEDO;Estadual;92.9;3.5;3.6;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0
3981;27215830;IFAL - CAMPUS PALMEIRA DOS INDIOS;Federal;86.9;13;0.1;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1
3982;27220923;COMPLEXO EDUCACIONAL AGOSTINIANO;Privada;100;0;0;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
3983;27226638;ESCOLA INDIGENA CACIQUE ALFREDO CELESTINO;Estadual;93.5;0;6.5;Nordeste;AL;Rural;1;1;1;1;1;1;1;1;0;1;0;0;1;0;0;0
3984;27005933;COLEGIO SAO VICENTE;Privada;100;0;0;Nordeste;AL;Urbana;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0
3985;27005984;ESCOLA ESTADUAL JOSE SOARES PINTO;Estadual;92.8;4.2;3;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
3986;27006050;ESCOLA ESTADUAL BRAULIO CAVALCANTE;Estadual;91.7;7.8;0.5;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
3987;27006069;ESCOLA ESTADUAL ROSALIA SAMPAIO BEZERRA;Estadual;73.6;25.7;0.7;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0
3988;27002950;ESCOLA ESTADUAL DE EDUCACAO BASICA DE PARICONHA;Estadual;97.3;1.9;0.8;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
3989;27003108;ESCOLA INDIGENA JOSE CARAPINA;Estadual;100;0;0;Nordeste;AL;Rural;1;1;1;0;1;1;1;1;0;1;0;0;1;0;0;0
3990;27047776;ESCOLA ESTADUAL INDIGENA JUVINO HENRIQUE DA SILVA;Estadual;98.6;1.4;0;Nordeste;AL;Urbana;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0
3991;27039560;ESCOLA ESTADUAL PROFESSORA JULIETA RAMOS PEREIRA;Estadual;95.6;0;4.4;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
3992;27033210;ESCOLA ESTADUAL AMBROSIO LIRA;Estadual;96.3;0;3.7;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
3993;27015114;ESCOLA ESTADUAL DEPUTADO JOSE MEDEIROS;Estadual;89.7;5.1;5.2;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1
3994;27045137;COLEGIO DIOCESANO DE PENEDO;Privada;100;0;0;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;0;1;0;0;1;1;0;1
3995;27045145;ESCOLA ESTADUAL COMENDADOR JOSE DA SILVA PEIXOTO;Estadual;85.6;10.8;3.6;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
3996;27045234;ESCOLA ESTADUAL DR ALCIDES ANDRADE;Estadual;91.8;1.6;6.6;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0
3997;27045250;ESCOLA ESTADUAL GABINO BESOURO;Estadual;84.4;4.4;11.2;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
3998;27045552;ESCOLA ESTADUAL PROFESSOR ERNANI MERO;Estadual;94;5;1;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
3999;27047830;IFAL - CAMPUS PENEDO;Federal;95.2;2.8;2;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
4000;27226166;ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PINGO DE GENTE;Privada;100;0;0;Nordeste;AL;Urbana;1;1;0;1;1;1;1;1;1;1;0;0;1;0;0;0
4001;27045757;ESCOLA ESTADUAL CORREIA TITARA;Estadual;86.6;2.1;11.3;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
4002;27039595;ESCOLA ESTADUAL PROFESSOR ARTHUR RAMOS;Estadual;90.6;7.6;1.8;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;0;0;0;0;1;0;0;0
4003;27039790;E M E B PROFESSORA LOURINETE DOS SANTOS BARBOSA PEREIRA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;1
4004;27039960;ESCOLA ESTADUAL OLIVEIRA E SILVA;Estadual;81.2;2.6;16.2;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1
4005;27040054;E M E B PROFESSORA JACY DA COSTA AIRES;Municipal;--;--;--;Nordeste;AL;Urbana;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
4006;27052230;ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR JOSE WASHINGTON MELO MAIA;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
4007;27052907;ESCOLA MUNICIPAL PROFESSORA SUELI CRISTINA SANTOS CHAGAS;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
4008;27225577;E M E B PROFESSOR ARTHUR RAMOS;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
4009;27226018;E M E B EMBAIXADOR RENATO DE MENDONCA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
4010;27226913;ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SENHORA DO PILAR;Municipal;--;--;--;Nordeste;AL;Urbana;0;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
4011;27023087;ESCOLA ESTADUAL PROF¿ MARIA CANDIDA DA SILVA;Estadual;99.1;0.9;0;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0
4012;27003973;ESCOLA ESTADUAL PROF JOSE SENA DIAS;Estadual;90.6;2.8;6.6;Nordeste;AL;Rural;1;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0
4013;27004368;ESCOLA ESTADUAL DE XINGO II- EEX-II;Estadual;98.7;1.3;0;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0
4014;27004376;ESCOLA ESTADUAL CELSO RODRIGUES REGO;Estadual;99.6;0.4;0;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
4015;27047628;IFAL - CAMPUS PIRANHAS;Federal;89.8;5.9;4.3;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
4016;27006590;ESCOLA ESTADUAL PROF¿ ANA MARIA TEODOSIO;Estadual;91.9;4.7;3.4;Nordeste;AL;Rural;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
4017;27007057;ESCOLA ESTADUAL PROF¿ JOSEFA DE SOUZA LIMA;Estadual;69.2;18.8;12;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
4018;27031063;ESCOLA ESTADUAL NOSSA SENHORA DA APRESENTACAO;Estadual;95.6;2.9;1.5;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0
4019;27031365;ESCOLA ESTADUAL PROFESSOR GUEDES DE MIRANDA;Estadual;99.2;0;0.8;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0
4020;27033384;EE CIRIDIAO DURVAL;Estadual;88.7;5;6.3;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;1;0;0;1;0;0;0
4021;27046265;ESCOLA ESTADUAL INDIGENA PAJE FRANCISCO QUEIROZ SUIRA;Estadual;86.5;13.5;0;Nordeste;AL;Rural;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
4022;27046303;ESCOLA ESTADUAL D SANTA BULHOES;Estadual;87.7;9.8;2.5;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
4023;27046311;ESCOLA ESTADUAL FIRMO DE CASTRO;Estadual;93.9;4.1;2;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
4024;27226808;ESCOLA ESTADUAL PROFA ELZA SOARES CAVALCANTE;Estadual;92.7;4.8;2.5;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
4025;27038629;ESCOLA ESTADUAL ROSALVO RIBEIRO;Estadual;94.4;4.7;0.9;Nordeste;AL;Urbana;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0
4026;27040240;ESCOLA ESTADUAL FERNANDINA MALTA;Estadual;81.9;13.7;4.4;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
4027;27040348;ESCOLA ESTADUAL SANTOS DUMONT;Estadual;86.6;10.7;2.7;Nordeste;AL;Rural;0;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0
4028;27040755;ESCOLA ESTADUAL FRANCISCO LEAO;Estadual;92.3;2.8;4.9;Nordeste;AL;Rural;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0
4029;27050564;IFAL - CAMPUS RIO LARGO;Federal;89.1;9.8;1.1;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0
4030;27226174;ESCOLA ESTADUAL PROF¿ CLAUDIZETE LIMA ELEUTERIO;Estadual;94.8;4.5;0.7;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0
4031;27226697;COLEGIO ROSALVO FELIX;Privada;100;0;0;Nordeste;AL;Urbana;0;1;0;1;1;1;1;1;0;1;0;0;0;0;0;0
4032;27040984;ESCOLA ESTADUAL DR SIDRONIO AUGUSTO DE SANTA MARIA;Estadual;91.5;2.1;6.4;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
4033;27007090;ESCOLA ESTADUAL PROF¿ MILENO FERREIRA DA SILVA;Estadual;74.7;13.3;12;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
4034;27007120;ESCOLA ESTADUAL DE AREIA BRANCA;Estadual;86.3;12.7;1;Nordeste;AL;Rural;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
4035;27007448;ESCOLA ESTADUAL ROTARY;Estadual;83.2;11.9;4.9;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
4036;27007456;ESCOLA ESTADUAL PROF ALOISIO ERNANDE BRANDAO;Estadual;83.1;9.3;7.6;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;0
4037;27007987;ESCOLA ESTADUAL PADRE FRANCISCO CORREIA;Estadual;93.1;3.8;3.1;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;1;0
4038;27047580;IFAL - CAMPUS SANTANA DO IPANEMA;Federal;97.2;2.6;0.2;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
4039;27225259;ESCOLA ESTADUAL PROFESSORA LAURA MARIA CHAGAS DE ASSIS;Estadual;90.7;5.6;3.7;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
4040;27023516;ESCOLA ESTADUAL MANOEL DE MATOS;Estadual;97.5;1.4;1.1;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
4041;27023532;ESC DE ENS FUND E MEDIO MONS CLOVIS DUARTE DE BARROS;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0
4042;27021483;ESCOLA ESTADUAL SAMPAIO MARQUES;Estadual;76.7;18.7;4.6;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;1;1;0;0
4043;27023583;ESCOLA ESTADUAL CARLOS LYRA;Estadual;99.7;0;0.3;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
4044;27023923;ESCOLA MUNICIPAL PROFESSOR BENICIO BARBOSA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
4045;27023966;ESCOLA MUNICIPAL PRESIDENTE MEDICI;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;0
4046;27226468;ESCOLA ESTADUAL PADRE TEOFANES AUGUSTO DE ARAUJO BARROS;Estadual;98.6;0.7;0.7;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
4047;27008177;ESCOLA ESTADUAL DO CABOCLO;Estadual;84.3;8.5;7.2;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
4048;27008452;ESCOLA ESTADUAL LUCILO JOSE RIBEIRO;Estadual;94.2;2.9;2.9;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
4049;27008479;ESCOLA ESTADUAL JOSE SOARES FILHO;Estadual;92.7;0.8;6.5;Nordeste;AL;Urbana;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0
4050;27032159;ESCOLA ESTADUAL MESSIAS DE GUSMAO;Estadual;98.5;1.5;0;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
4051;27224759;E E PROFESSORA MARIA MARGARIDA SILVA PUGLIESI;Estadual;78.3;8.6;13.1;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0
4052;27043622;ESCOLA ESTADUAL ANA LINS;Estadual;83.9;10.9;5.2;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0
4053;27043690;ESCOLA ESTADUAL TARCISIO SOARES PALMEIRA;Estadual;80;6.3;13.7;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
4054;27044157;ESCOLA MUNICIPAL JOSE MARCOS DA ROCHA;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;1;1;0;1;1;1;0;1
4055;27047601;IFAL - CAMPUS SAO MIGUEL DOS CAMPOS;Federal;96.9;2.3;0.8;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
4056;27047792;COLEGIO DOM BOSCO - SAO MIGUEL DOS CAMPOS;Privada;98.1;1.9;0;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;0;1;0;0;1;0;0;0
4057;27051617;ESCOLA ESTADUAL PROFESSORA EDLEUZA OLIVEIRA DA SILVA;Estadual;92.2;5.3;2.5;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1
4058;27053741;ESCOLA MUNICIPAL PROFESSORA ANA NERI MALHEIRO DE OLIVEIRA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
4059;27319016;ESCOLA MUNICIPAL PROFESSORA INEIDE NOGUEIRA ROCHA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
4060;27033880;ESCOLA ESTADUAL FRANCISCO FALCAO;Estadual;91.6;0;8.4;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
4061;27020320;ESCOLA ESTADUAL PROF JOSE FELIX DE CARVALHO ALVES;Estadual;97.4;1.6;1;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;1;0;0;1;0;0;0
4062;27041042;IFAL - CAMPUS SATUBA;Federal;87;7.1;5.9;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0
4063;27041158;ESCOLA ESTADUAL PROF¿ MANOEL GENTIL DO VALE BENTES;Estadual;93.6;6.4;0;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
4064;27008827;ESCOLA ESTADUAL DE RIACHO GRANDE;Estadual;97.1;2.9;0;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1
4065;27015920;ESCOLA ESTADUAL ROSA DE CASTRO FONSECA;Estadual;100;0;0;Nordeste;AL;Urbana;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
4066;27020819;ESCOLA ESTADUAL SANTOS FERRAZ;Estadual;92.9;3.6;3.5;Nordeste;AL;Urbana;0;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
4067;27020967;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA DIVONETE CAVALCANTE DE ALBUQUERQUE;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;0;0;0;1;1;0;0;0
4068;27021009;ESCOLA MUNICIPAL DE EDUCACAO BASICA BARAO DO RIO BRANCO;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;0
4069;27021025;ESCOLA MUNICIPAL DE EDUCACAO BASICA CRAVEIRO COSTA;Municipal;--;--;--;Nordeste;AL;Rural;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;0
4070;27021041;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA REGINA ROCHA;Municipal;--;--;--;Nordeste;AL;Rural;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0
4071;27021050;ESCOLA MUNICIPAL DE EDUCACAO BASICA EDGAR TENORIO DE LIMA;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0
4072;27021114;ESCOLA MUNICIPAL DE EDUCACAO BASICA MACHADO DE ASSIS;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;0;0;0;1;1;0;0;0
4073;27021122;ESCOLA MUNICIPAL DE EDUCACAO BASICA MARECHAL FLORIANO PEIXOTO;Municipal;--;--;--;Nordeste;AL;Rural;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0
4074;27021149;ESCOLA MUNICIPAL DE EDUCACAO BASICA MIGUEL G DA COSTA;Municipal;--;--;--;Nordeste;AL;Rural;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0
4075;27021238;ESCOLA MUNICIPAL DE EDUCACAO BASICA MARIA IRACI TEOFILO DE CASTRO;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0
4076;27044211;ESC EST DE ED BAS PEDRO JOAQUIM DE JESUS;Estadual;93.1;5.7;1.2;Nordeste;AL;Urbana;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0
4077;27044270;ESCOLA MUNICIPAL DE EDUCACAO BASICA IVONALDO SANTOS DE SOUZA;Municipal;--;--;--;Nordeste;AL;Rural;0;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1
4078;27044289;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL AURELIO BUARQUE DE HOLANDA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0
4079;27044297;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INTEGRAL DOM AVELAR BRANDAO VILELA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0
4080;27044300;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GERALDO GOMES DE BARROS;Municipal;--;--;--;Nordeste;AL;Urbana;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0
4081;27044319;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INTEGRAL PROFESSORA VERA LUCIA DA SILVA;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
4082;27044327;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOSE PACHECO FILHO;Municipal;--;--;--;Nordeste;AL;Urbana;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0
4083;27044335;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INTEGRAL JONAS JOSE DOS SANTOS;Municipal;--;--;--;Nordeste;AL;Rural;0;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0
4084;27044360;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INTEGRAL PROFESSORA MARCIA NEUSILENE DA TRINDADE BATISTA;Municipal;--;--;--;Nordeste;AL;Rural;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;0
4085;27044424;ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE GERMANO;Municipal;--;--;--;Nordeste;AL;Rural;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0
4086;27044475;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL INTEGRAL MARIA DE MEDEIROS TAVARES;Municipal;--;--;--;Nordeste;AL;Urbana;0;1;0;1;1;1;1;1;1;0;0;0;1;0;1;1
